bench,instance_id,original_inst_id,language,status,patch_files,patch_blocks,patch_span,gold_context_length,num_agents,repo,commit
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__16860730,nushell__nushell-13357,rust,fail,1.0,1.0,2.0,48543,0,,5417c89387b67c3192ae9043473b556cd669ee15
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__2f405b15,sveltejs__svelte-9962,javascript,fail,0,0,0,64200,0,,092370b43fcb1b76f1c4cf713d1806b8ecb4932b
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__03fdad45,tokio-rs__bytes-721,rust,fail,0.6666666666666666,0.6666666666666666,4.666666666666667,36217,0,,9965a04b5684079bb614addd750340ffc165a9f5
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__c3284db4,mui__material-ui-39108,typescript,fail,3.0,5.0,11.0,61636,1,,375358b6f7d00342ad2a282c34950ebfb4b2cdc8
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__0b0f1e0e,mui__material-ui-24202,typescript,fail,1.0,1.0,6.0,52855,1,,984645eb1a765abbf39a4f61dad0d21a6e518ee3
Multi,Multi-SWE-Bench__java__maintenance__bugfix__14da06bc,elastic__logstash-14027,java,fail,1.0,1.0,28.0,69108,0,,96f7e2949d4f8a3b3e198fa3775ccd107ee63d03
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3deeea9c,cli__cli-2250,go,fail,0,0,0,41676,2,,b5366c6ebf22589f62089ea79c349538335a3e99
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__8fcb53e6,mui__material-ui-37850,typescript,fail,1.0,1.0,3.0,40699,0,,eb8e95bacf06f824f9e88e7cf1399be1fa23b48f
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__4a37a167,nlohmann__json-2225,cpp,fail,0,0,0,70320,0,,5ba0f65c34832aa18fb2b582d58a0c1f92c93bfb
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__92158fba,clap-rs__clap-3975,rust,fail,1.0,1.0,2.0,47811,0,,ce8ebe1ccce8a07b461207ebef439c20f7522deb
Multi,Multi-SWE-Bench__go__maintenance__bugfix__2fea5f6b,cli__cli-5973,go,fail,0,0,0,6315,12,,954689ea9f26e3131ca816285eee8930cd8aa835
Multi,Multi-SWE-Bench__c__maintenance__bugfix__1e195cd6,ponylang__ponyc-4595,c,fail,1.0,1.0,9.0,57644,0,,f8a2feebba3aea298bde89d445ad35ca48602ca7
Multi,Multi-SWE-Bench__go__maintenance__bugfix__1ba303a5,cli__cli-5537,go,fail,1.0,2.0,2.0,32562,0,,beba0e1d78996f0033c77e462e6bf9db0fecc2af
Multi,Multi-SWE-Bench__go__maintenance__bugfix__6e022940,cli__cli-3270,go,fail,1.0,1.0,27.0,52013,3,,157bab18e4c9f9f6f6306c39aa1964d04ec94a71
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__18eac778,vuejs__core-10027,typescript,fail,0.6666666666666666,0.6666666666666666,1.3333333333333333,5225,2,,68e5cc6ac8fc289372831c5fbdff09e63728fc00
