bench,instance_id,original_inst_id,language,status,patch_files,patch_blocks,patch_span,gold_context_length,num_agents,repo,commit
Verified,SWE-Bench-Verified__python__maintenance__bugfix__e5236b5f,pytest-dev__pytest-10356,python,fail,1.0,2.0,30.0,629.0,0,,3c1534944cbd34e8a41bc9e76818018fadefc9a1
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2e3d6eae,django__django-15252,python,fail,1.0,1.0,34.0,291.0,1,,361bb8f786f112ee275be136795c0b1ecefff928
Verified,SWE-Bench-Verified__python__maintenance__bugfix__bebfd692,matplotlib__matplotlib-14623,python,fail,3.0,6.0,53.0,1914.6666666666667,54,,d65c9ca20ddf81ef91199e6d819f9d3506ef477c
Verified,SWE-Bench-Verified__python__maintenance__bugfix__f3695f8d,django__django-15563,python,fail,2.0,3.0,39.0,949.0,15,,9ffd4eae2ce7a7100c98f681e2b6ab818df384a4
Verified,SWE-Bench-Verified__python__maintenance__bugfix__8c647f3a,sphinx-doc__sphinx-9602,python,fail,1.0,3.0,26.0,838.0,7,,6c38f68dae221e8cfc70c137974b8b88bd3baaab
Verified,SWE-Bench-Verified__python__maintenance__bugfix__914c325d,django__django-16631,python,fail,2.0,3.0,24.0,826.0,0,,9b224579875e30203d079cc2fee83b116d98eb78
Verified,SWE-Bench-Verified__python__maintenance__bugfix__07bafddd,scikit-learn__scikit-learn-26323,python,fail,1.0,2.0,26.0,322.0,95,,586f4318ffcdfbd9a1093f35ad43e81983740b66
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1409977d,pylint-dev__pylint-4604,python,fail,2.0,3.0,14.0,493.0,0,,1e55ae64624d28c5fe8b63ad7979880ee2e6ef3f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5c1509d5,django__django-15695,python,fail,1.0,1.0,4.0,314.0,10,,647480166bfe7532e8c471fef0146e3a17e6c0c9
Verified,SWE-Bench-Verified__python__maintenance__bugfix__abfdb2c5,django__django-13195,python,fail,2.25,2.25,16.5,1049.7142857142858,2,,156a2138db20abc89933121e4ff2ee2ce56a173a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__497deb6f,django__django-12406,python,fail,2.0,3.0,5.0,1297.2,0,,335c9c94acf263901fb023404408880245b0c4b4
Verified,SWE-Bench-Verified__python__maintenance__bugfix__e989ba2d,psf__requests-6028,python,fail,1.0,1.0,3.0,127.0,4,,0192aac24123735b3eaf9b08df46429bb770c283
Verified,SWE-Bench-Verified__python__maintenance__bugfix__982277e4,pytest-dev__pytest-7324,python,fail,1.0,3.0,14.0,518.0,35,,19ad5889353c7f5f2b65cc2acd346b7a9e95dfcd
Verified,SWE-Bench-Verified__python__maintenance__bugfix__ee10f0e4,django__django-13513,python,fail,1.0,4.0,14.0,2123.0,0,,6599608c4d0befdcb820ddccce55f183f247ae4f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__01527b89,django__django-14351,python,fail,1.0,1.0,6.0,178.0,47,,06fd4df41afb5aa1d681b853c3c08d8c688ca3a5
Verified,SWE-Bench-Verified__python__maintenance__bugfix__83a70168,sympy__sympy-16597,python,fail,3.0,6.0,30.0,6121.0,0,,6fd65310fa3167b9626c38a5487e171ca407d988
Verified,SWE-Bench-Verified__python__maintenance__bugfix__8f9e4358,django__django-16454,python,fail,1.0,2.0,3.0,226.0,29,,1250483ebf73f7a82ff820b94092c63ce4238264
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3b4c72f1,sympy__sympy-13852,python,fail,1.0,4.0,10.0,1125.0,0,,c935e1d106743efd5bf0705fbeedbd18fadff4dc
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2d5d4dcd,django__django-11400,python,fail,3.0,4.0,22.0,1455.0,0,,1f8382d34d54061eddc41df6994e20ee38c60907
Verified,SWE-Bench-Verified__python__maintenance__bugfix__e97ac668,django__django-11790,python,fail,1.0,1.0,5.0,368.0,26,,b1d6b35e146aea83b171c1b921178bbaae2795ed
Verified,SWE-Bench-Verified__python__maintenance__bugfix__30065f19,sphinx-doc__sphinx-9461,python,fail,3.0,7.0,62.0,1779.4,0,,939c7bb7ff7c53a4d27df067cea637540f0e1dad
Verified,SWE-Bench-Verified__python__maintenance__bugfix__da598baa,pylint-dev__pylint-8898,python,fail,3.0,5.0,22.0,793.0,9,,1f8c4d9eb185c16a2c1d881c054f015e1c2eb334
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5555e84c,django__django-13023,python,fail,1.0,1.0,2.0,286.0,55,,f83b44075dafa429d59e8755aa47e15577cc49f9
Verified,SWE-Bench-Verified__python__maintenance__bugfix__409b7811,django__django-11820,python,fail,1.0,1.0,3.0,424.0,1,,c2678e49759e5c4c329bff0eeca2886267005d21
Verified,SWE-Bench-Verified__python__maintenance__bugfix__59acbd9a,sphinx-doc__sphinx-7910,python,pass,1.0,2.0,22.0,485.0,73,,27ac10de04697e2372d31db5548e56a7c6d9265d
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1eaeabf4,sympy__sympy-23262,python,fail,1.0,1.0,3.0,367.0,79,,fdc707f73a65a429935c01532cd3970d3355eab6
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2d984316,matplotlib__matplotlib-24627,python,pass,1.0,1.0,84.0,297.0,68,,9d22ab09d52d279b125d8770967569de070913b2
Verified,SWE-Bench-Verified__python__maintenance__bugfix__deb49033,astropy__astropy-13398,python,fail,3.0,7.0,25.0,2946.3333333333335,0,,6500928dc0e57be8f06d1162eacc3ba5e2eff692
Verified,SWE-Bench-Verified__python__maintenance__bugfix__c923cfa8,django__django-13809,python,fail2pass,1.0,1.5,10.0,592.6666666666666,88,,bef6f7584280f1cc80e5e2d80b7ad073a93d26ec
Verified,SWE-Bench-Verified__python__maintenance__bugfix__28ed0b77,sphinx-doc__sphinx-10614,python,fail,1.0,1.0,8.0,610.0,2,,ac2b7599d212af7d04649959ce6926c63c3133fa
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3146e19b,matplotlib__matplotlib-26208,python,fail,1.0,2.0,28.0,304.0,2,,f0f133943d3e4f1e2e665291fe1c8f658a84cc09
